,Date,Dollars per Million Btu
4742,2015 03 18 Wed,2.8
4743,2015 03 19 Thu,2.86
4744,2015 03 20 Fri,2.86
4745,2015 03 23 Mon,2.72
4746,2015 03 24 Tue,2.79
4747,2015 03 25 Wed,2.77
4748,2015 03 26 Thu,2.77
4749,2015 03 27 Fri,2.89
4750,2015 03 30 Mon,2.64
4751,2015 03 31 Tue,2.65
4752,2015 04 01 Wed,2.62
4753,2015 04 02 Thu,2.63
4754,2015 04 03 Fri,
4755,2015 04 06 Mon,2.63
4756,2015 04 07 Tue,2.71
4757,2015 04 08 Wed,2.71
4758,2015 04 09 Thu,2.72
4759,2015 04 10 Fri,2.58
4760,2015 04 13 Mon,2.58
4761,2015 04 14 Tue,2.58
4762,2015 04 15 Wed,2.62
4763,2015 04 16 Thu,2.61
4764,2015 04 17 Fri,2.67
4765,2015 04 20 Mon,2.57
4766,2015 04 21 Tue,2.59
4767,2015 04 22 Wed,2.63
4768,2015 04 23 Thu,2.59
4769,2015 04 24 Fri,2.59
4770,2015 04 27 Mon,2.5
4771,2015 04 28 Tue,2.55
4772,2015 04 29 Wed,2.55
4773,2015 04 30 Thu,2.56
4774,2015 05 01 Fri,2.68
4775,2015 05 04 Mon,2.72
4776,2015 05 05 Tue,2.76
4777,2015 05 06 Wed,2.76
4778,2015 05 07 Thu,2.74
4779,2015 05 08 Fri,2.78
4780,2015 05 11 Mon,2.85
4781,2015 05 12 Tue,2.85
4782,2015 05 13 Wed,2.85
4783,2015 05 14 Thu,2.87
4784,2015 05 15 Fri,2.96
4785,2015 05 18 Mon,3.01
4786,2015 05 19 Tue,3.01
4787,2015 05 20 Wed,3.04
4788,2015 05 21 Thu,2.96
4789,2015 05 22 Fri,2.96
4790,2015 05 25 Mon,
4791,2015 05 26 Tue,2.82
4792,2015 05 27 Wed,2.82
4793,2015 05 28 Thu,2.78
4794,2015 05 29 Fri,2.78
4795,2015 06 01 Mon,2.78
4796,2015 06 02 Tue,2.63
4797,2015 06 03 Wed,2.65
4798,2015 06 04 Thu,2.6
4799,2015 06 05 Fri,2.6
4800,2015 06 08 Mon,2.6
4801,2015 06 09 Tue,2.72
4802,2015 06 10 Wed,2.81
4803,2015 06 11 Thu,2.88
4804,2015 06 12 Fri,2.88
4805,2015 06 15 Mon,2.89
4806,2015 06 16 Tue,2.94
4807,2015 06 17 Wed,2.93
4808,2015 06 18 Thu,2.93
4809,2015 06 19 Fri,2.81
4810,2015 06 22 Mon,2.79
4811,2015 06 23 Tue,2.83
4812,2015 06 24 Wed,2.83
4813,2015 06 25 Thu,2.8
4814,2015 06 26 Fri,2.77
4815,2015 06 29 Mon,2.77
4816,2015 06 30 Tue,2.8
4817,2015 07 01 Wed,2.78
4818,2015 07 02 Thu,2.79
4819,2015 07 03 Fri,2.79
4820,2015 07 06 Mon,2.79
4821,2015 07 07 Tue,2.77
4822,2015 07 08 Wed,2.77
4823,2015 07 09 Thu,2.7
4824,2015 07 10 Fri,2.7
4825,2015 07 13 Mon,2.88
4826,2015 07 14 Tue,2.88
4827,2015 07 15 Wed,2.93
4828,2015 07 16 Thu,2.9
4829,2015 07 17 Fri,2.88
4830,2015 07 20 Mon,2.88
4831,2015 07 21 Tue,2.84
4832,2015 07 22 Wed,2.84
4833,2015 07 23 Thu,2.92
4834,2015 07 24 Fri,2.92
4835,2015 07 27 Mon,2.92
4836,2015 07 28 Tue,2.89
4837,2015 07 29 Wed,2.91
4838,2015 07 30 Thu,2.87
4839,2015 07 31 Fri,2.76
4840,2015 08 03 Mon,2.76
4841,2015 08 04 Tue,2.83
4842,2015 08 05 Wed,2.85
4843,2015 08 06 Thu,2.76
4844,2015 08 07 Fri,2.76
4845,2015 08 10 Mon,2.85
4846,2015 08 11 Tue,2.84
4847,2015 08 12 Wed,2.93
4848,2015 08 13 Thu,2.93
4849,2015 08 14 Fri,2.83
4850,2015 08 17 Mon,2.79
4851,2015 08 18 Tue,2.71
4852,2015 08 19 Wed,2.77
4853,2015 08 20 Thu,2.77
4854,2015 08 21 Fri,2.7
4855,2015 08 24 Mon,2.65
4856,2015 08 25 Tue,2.71
4857,2015 08 26 Wed,2.73
4858,2015 08 27 Thu,2.69
4859,2015 08 28 Fri,2.69
4860,2015 08 31 Mon,2.7
4861,2015 09 01 Tue,2.7
4862,2015 09 02 Wed,2.7
4863,2015 09 03 Thu,2.67
4864,2015 09 04 Fri,2.67
4865,2015 09 07 Mon,2.67
4866,2015 09 08 Tue,2.74
4867,2015 09 09 Wed,2.74
4868,2015 09 10 Thu,2.71
4869,2015 09 11 Fri,2.67
4870,2015 09 14 Mon,2.7
4871,2015 09 15 Tue,2.74
4872,2015 09 16 Wed,2.69
4873,2015 09 17 Thu,2.69
4874,2015 09 18 Fri,2.69
4875,2015 09 21 Mon,2.61
4876,2015 09 22 Tue,2.61
4877,2015 09 23 Wed,2.62
4878,2015 09 24 Thu,2.62
4879,2015 09 25 Fri,2.6
4880,2015 09 28 Mon,2.66
4881,2015 09 29 Tue,2.57
4882,2015 09 30 Wed,2.47
4883,2015 10 01 Thu,2.37
4884,2015 10 02 Fri,2.37
4885,2015 10 05 Mon,2.34
4886,2015 10 06 Tue,2.35
4887,2015 10 07 Wed,2.35
4888,2015 10 08 Thu,2.35
4889,2015 10 09 Fri,2.49
4890,2015 10 12 Mon,2.48
4891,2015 10 13 Tue,2.47
4892,2015 10 14 Wed,2.47
4893,2015 10 15 Thu,2.54
4894,2015 10 16 Fri,2.42
4895,2015 10 19 Mon,2.43
4896,2015 10 20 Tue,2.46
4897,2015 10 21 Wed,2.37
4898,2015 10 22 Thu,2.37
4899,2015 10 23 Fri,2.28
4900,2015 10 26 Mon,2.18
4901,2015 10 27 Tue,2.14
4902,2015 10 28 Wed,2.14
4903,2015 10 29 Thu,2.15
4904,2015 10 30 Fri,1.98
4905,2015 11 02 Mon,1.92
4906,2015 11 03 Tue,1.92
4907,2015 11 04 Wed,2.04
4908,2015 11 05 Thu,2.04
4909,2015 11 06 Fri,2.19
4910,2015 11 09 Mon,2.19
4911,2015 11 10 Tue,2.14
4912,2015 11 11 Wed,2.13
4913,2015 11 12 Thu,2.05
4914,2015 11 13 Fri,2.02
4915,2015 11 16 Mon,2.02
4916,2015 11 17 Tue,2.05
4917,2015 11 18 Wed,2.1
4918,2015 11 19 Thu,2.1
4919,2015 11 20 Fri,2.18
4920,2015 11 23 Mon,2.18
4921,2015 11 24 Tue,2.14
4922,2015 11 25 Wed,2.14
4923,2015 11 26 Thu,2.14
4924,2015 11 27 Fri,2.14
4925,2015 11 30 Mon,2.11
4926,2015 12 01 Tue,2.11
4927,2015 12 02 Wed,2.19
4928,2015 12 03 Thu,2.14
4929,2015 12 04 Fri,2.1
4930,2015 12 07 Mon,2.06
4931,2015 12 08 Tue,2.01
4932,2015 12 09 Wed,2.0
4933,2015 12 10 Thu,1.95
4934,2015 12 11 Fri,1.79
4935,2015 12 14 Mon,1.7
4936,2015 12 15 Tue,1.66
4937,2015 12 16 Wed,1.7
4938,2015 12 17 Thu,1.79
4939,2015 12 18 Fri,1.74
4940,2015 12 21 Mon,1.76
4941,2015 12 22 Tue,1.73
4942,2015 12 23 Wed,1.63
4943,2015 12 24 Thu,1.63
4944,2015 12 25 Fri,1.63
4945,2015 12 28 Mon,2.11
4946,2015 12 29 Tue,2.39
4947,2015 12 30 Wed,2.28
4948,2015 12 31 Thu,2.28
4949,2016 01 01 Fri,2.28
4950,2016 01 04 Mon,2.39
4951,2016 01 05 Tue,2.33
4952,2016 01 06 Wed,2.37
4953,2016 01 07 Thu,2.35
4954,2016 01 08 Fri,2.47
4955,2016 01 11 Mon,2.54
4956,2016 01 12 Tue,2.4
4957,2016 01 13 Wed,2.28
4958,2016 01 14 Thu,2.21
4959,2016 01 15 Fri,2.18
4960,2016 01 18 Mon,2.18
4961,2016 01 19 Tue,2.23
4962,2016 01 20 Wed,2.18
4963,2016 01 21 Thu,2.22
4964,2016 01 22 Fri,2.21
4965,2016 01 25 Mon,2.16
4966,2016 01 26 Tue,2.26
4967,2016 01 27 Wed,2.26
4968,2016 01 28 Thu,2.15
4969,2016 01 29 Fri,2.28
4970,2016 02 01 Mon,2.28
4971,2016 02 02 Tue,2.07
4972,2016 02 03 Wed,2.06
4973,2016 02 04 Thu,2.07
4974,2016 02 05 Fri,2.08
4975,2016 02 08 Mon,2.23
4976,2016 02 09 Tue,2.17
4977,2016 02 10 Wed,2.16
4978,2016 02 11 Thu,2.15
4979,2016 02 12 Fri,2.08
4980,2016 02 15 Mon,2.08
4981,2016 02 16 Tue,1.95
4982,2016 02 17 Wed,1.93
4983,2016 02 18 Thu,1.89
4984,2016 02 19 Fri,1.83
4985,2016 02 22 Mon,1.86
4986,2016 02 23 Tue,1.85
4987,2016 02 24 Wed,1.85
4988,2016 02 25 Thu,1.78
4989,2016 02 26 Fri,1.78
4990,2016 02 29 Mon,1.62
4991,2016 03 01 Tue,1.57
4992,2016 03 02 Wed,1.6
4993,2016 03 03 Thu,1.59
4994,2016 03 04 Fri,1.49
4995,2016 03 07 Mon,1.56
4996,2016 03 08 Tue,1.6
4997,2016 03 09 Wed,1.61
4998,2016 03 10 Thu,1.72
4999,2016 03 11 Fri,1.74
5000,2016 03 14 Mon,1.68
5001,2016 03 15 Tue,1.81
5002,2016 03 16 Wed,1.77
5003,2016 03 17 Thu,1.84
5004,2016 03 18 Fri,1.84
5005,2016 03 21 Mon,1.79
5006,2016 03 22 Tue,1.79
5007,2016 03 23 Wed,1.79
5008,2016 03 24 Thu,1.78
5009,2016 03 25 Fri,1.78
5010,2016 03 28 Mon,1.78
5011,2016 03 29 Tue,1.77
5012,2016 03 30 Wed,1.87
5013,2016 03 31 Thu,1.98
5014,2016 04 01 Fri,1.88
5015,2016 04 04 Mon,1.96
5016,2016 04 05 Tue,1.96
5017,2016 04 06 Wed,1.91
5018,2016 04 07 Thu,1.96
5019,2016 04 08 Fri,1.99
5020,2016 04 11 Mon,1.9
5021,2016 04 12 Tue,1.97
5022,2016 04 13 Wed,2.01
5023,2016 04 14 Thu,1.93
5024,2016 04 15 Fri,1.71
5025,2016 04 18 Mon,1.76
5026,2016 04 19 Tue,1.94
5027,2016 04 20 Wed,1.94
5028,2016 04 21 Thu,1.96
5029,2016 04 22 Fri,1.92
5030,2016 04 25 Mon,1.97
5031,2016 04 26 Tue,1.97
5032,2016 04 27 Wed,1.88
5033,2016 04 28 Thu,1.88
5034,2016 04 29 Fri,1.89
5035,2016 05 02 Mon,1.91
5036,2016 05 03 Tue,1.94
5037,2016 05 04 Wed,2.03
5038,2016 05 05 Thu,2.05
5039,2016 05 06 Fri,1.86
5040,2016 05 09 Mon,2.01
5041,2016 05 10 Tue,2.01
5042,2016 05 11 Wed,2.01
5043,2016 05 12 Thu,2.01
5044,2016 05 13 Fri,1.96
5045,2016 05 16 Mon,1.91
5046,2016 05 17 Tue,1.97
5047,2016 05 18 Wed,1.91
5048,2016 05 19 Thu,1.83
5049,2016 05 20 Fri,1.81
5050,2016 05 23 Mon,1.96
5051,2016 05 24 Tue,1.91
5052,2016 05 25 Wed,1.77
5053,2016 05 26 Thu,1.77
5054,2016 05 27 Fri,1.77
5055,2016 05 30 Mon,1.77
5056,2016 05 31 Tue,2.12
5057,2016 06 01 Wed,2.25
5058,2016 06 02 Thu,2.3
5059,2016 06 03 Fri,2.31
5060,2016 06 06 Mon,2.32
5061,2016 06 07 Tue,2.32
5062,2016 06 08 Wed,2.36
5063,2016 06 09 Thu,2.34
5064,2016 06 10 Fri,2.46
5065,2016 06 13 Mon,2.55
5066,2016 06 14 Tue,2.55
5067,2016 06 15 Wed,2.62
5068,2016 06 16 Thu,2.62
5069,2016 06 17 Fri,2.59
5070,2016 06 20 Mon,2.74
5071,2016 06 21 Tue,2.79
5072,2016 06 22 Wed,2.82
5073,2016 06 23 Thu,2.69
5074,2016 06 24 Fri,2.71
5075,2016 06 27 Mon,2.79
5076,2016 06 28 Tue,2.89
5077,2016 06 29 Wed,2.94
5078,2016 06 30 Thu,2.94
5079,2016 07 01 Fri,2.89
5080,2016 07 04 Mon,2.89
5081,2016 07 05 Tue,2.82
5082,2016 07 06 Wed,2.82
5083,2016 07 07 Thu,2.78
5084,2016 07 08 Fri,2.8
5085,2016 07 11 Mon,2.88
5086,2016 07 12 Tue,2.88
5087,2016 07 13 Wed,2.81
5088,2016 07 14 Thu,2.79
5089,2016 07 15 Fri,2.7
5090,2016 07 18 Mon,2.83
5091,2016 07 19 Tue,2.83
5092,2016 07 20 Wed,2.76
5093,2016 07 21 Thu,2.76
5094,2016 07 22 Fri,2.8
5095,2016 07 25 Mon,2.8
5096,2016 07 26 Tue,2.84
5097,2016 07 27 Wed,2.84
5098,2016 07 28 Thu,2.79
5099,2016 07 29 Fri,2.97
5100,2016 08 01 Mon,2.97
5101,2016 08 02 Tue,2.79
5102,2016 08 03 Wed,2.89
5103,2016 08 04 Thu,2.89
5104,2016 08 05 Fri,2.88
5105,2016 08 08 Mon,2.85
5106,2016 08 09 Tue,2.85
5107,2016 08 10 Wed,2.76
5108,2016 08 11 Thu,2.7
5109,2016 08 12 Fri,2.7
5110,2016 08 15 Mon,2.75
5111,2016 08 16 Tue,2.75
5112,2016 08 17 Wed,2.76
5113,2016 08 18 Thu,2.75
5114,2016 08 19 Fri,2.67
5115,2016 08 22 Mon,2.75
5116,2016 08 23 Tue,2.75
5117,2016 08 24 Wed,2.82
5118,2016 08 25 Thu,2.89
5119,2016 08 26 Fri,2.91
5120,2016 08 29 Mon,2.97
5121,2016 08 30 Tue,2.95
5122,2016 08 31 Wed,2.95
5123,2016 09 01 Thu,2.95
5124,2016 09 02 Fri,2.88
5125,2016 09 05 Mon,2.88
5126,2016 09 06 Tue,2.88
5127,2016 09 07 Wed,2.77
5128,2016 09 08 Thu,2.88
5129,2016 09 09 Fri,2.93
5130,2016 09 12 Mon,3.04
5131,2016 09 13 Tue,3.04
5132,2016 09 14 Wed,3.07
5133,2016 09 15 Thu,2.98
5134,2016 09 16 Fri,2.97
5135,2016 09 19 Mon,3.0
5136,2016 09 20 Tue,3.12
5137,2016 09 21 Wed,3.19
5138,2016 09 22 Thu,3.18
5139,2016 09 23 Fri,3.06
5140,2016 09 26 Mon,3.06
5141,2016 09 27 Tue,3.09
5142,2016 09 28 Wed,3.07
5143,2016 09 29 Thu,2.98
5144,2016 09 30 Fri,2.84
5145,2016 10 03 Mon,2.84
5146,2016 10 04 Tue,2.83
5147,2016 10 05 Wed,2.83
5148,2016 10 06 Thu,3.04
5149,2016 10 07 Fri,3.02
5150,2016 10 10 Mon,3.18
5151,2016 10 11 Tue,3.17
5152,2016 10 12 Wed,3.17
5153,2016 10 13 Thu,3.16
5154,2016 10 14 Fri,3.18
5155,2016 10 17 Mon,3.21
5156,2016 10 18 Tue,3.25
5157,2016 10 19 Wed,3.18
5158,2016 10 20 Thu,3.12
5159,2016 10 21 Fri,2.92
5160,2016 10 24 Mon,2.78
5161,2016 10 25 Tue,2.69
5162,2016 10 26 Wed,2.69
5163,2016 10 27 Thu,2.72
5164,2016 10 28 Fri,2.72
5165,2016 10 31 Mon,2.85
5166,2016 11 01 Tue,2.53
5167,2016 11 02 Wed,2.53
5168,2016 11 03 Thu,2.41
5169,2016 11 04 Fri,2.2
5170,2016 11 07 Mon,2.37
5171,2016 11 08 Tue,2.34
5172,2016 11 09 Wed,2.22
5173,2016 11 10 Thu,2.08
5174,2016 11 11 Fri,2.08
5175,2016 11 14 Mon,2.26
5176,2016 11 15 Tue,2.49
5177,2016 11 16 Wed,2.49
5178,2016 11 17 Thu,2.37
5179,2016 11 18 Fri,2.6
5180,2016 11 21 Mon,2.81
5181,2016 11 22 Tue,2.73
5182,2016 11 23 Wed,2.76
5183,2016 11 24 Thu,2.76
5184,2016 11 25 Fri,2.76
5185,2016 11 28 Mon,2.96
5186,2016 11 29 Tue,3.02
5187,2016 11 30 Wed,3.32
5188,2016 12 01 Thu,3.32
5189,2016 12 02 Fri,3.44
5190,2016 12 05 Mon,3.44
5191,2016 12 06 Tue,3.75
5192,2016 12 07 Wed,3.8
5193,2016 12 08 Thu,3.68
5194,2016 12 09 Fri,3.75
5195,2016 12 12 Mon,3.6
5196,2016 12 13 Tue,3.65
5197,2016 12 14 Wed,3.55
5198,2016 12 15 Thu,3.56
5199,2016 12 16 Fri,3.51
5200,2016 12 19 Mon,3.55
5201,2016 12 20 Tue,3.39
5202,2016 12 21 Wed,3.5
5203,2016 12 22 Thu,3.5
5204,2016 12 23 Fri,3.6
5205,2016 12 26 Mon,3.6
5206,2016 12 27 Tue,3.7
5207,2016 12 28 Wed,3.7
5208,2016 12 29 Thu,3.71
5209,2016 12 30 Fri,3.71
5210,2017 01 02 Mon,3.71
5211,2017 01 03 Tue,3.41
5212,2017 01 04 Wed,3.42
5213,2017 01 05 Thu,3.42
5214,2017 01 06 Fri,3.38
5215,2017 01 09 Mon,3.14
5216,2017 01 10 Tue,3.21
5217,2017 01 11 Wed,3.27
5218,2017 01 12 Thu,3.36
5219,2017 01 13 Fri,3.36
5220,2017 01 16 Mon,3.36
5221,2017 01 17 Tue,3.37
5222,2017 01 18 Wed,3.26
5223,2017 01 19 Thu,3.25
5224,2017 01 20 Fri,3.23
5225,2017 01 23 Mon,3.16
5226,2017 01 24 Tue,3.16
5227,2017 01 25 Wed,3.26
5228,2017 01 26 Thu,3.44
5229,2017 01 27 Fri,3.31
5230,2017 01 30 Mon,3.22
5231,2017 01 31 Tue,3.0
5232,2017 02 01 Wed,3.15
5233,2017 02 02 Thu,3.13
5234,2017 02 03 Fri,3.13
5235,2017 02 06 Mon,2.92
5236,2017 02 07 Tue,3.03
5237,2017 02 08 Wed,3.05
5238,2017 02 09 Thu,3.11
5239,2017 02 10 Fri,3.11
5240,2017 02 13 Mon,2.93
5241,2017 02 14 Tue,2.85
5242,2017 02 15 Wed,2.95
5243,2017 02 16 Thu,2.88
5244,2017 02 17 Fri,2.75
5245,2017 02 20 Mon,2.75
5246,2017 02 21 Tue,2.56
5247,2017 02 22 Wed,2.52
5248,2017 02 23 Thu,2.63
5249,2017 02 24 Fri,2.63
5250,2017 02 27 Mon,2.44
5251,2017 02 28 Tue,2.54
5252,2017 03 01 Wed,2.54
5253,2017 03 02 Thu,2.59
5254,2017 03 03 Fri,2.5
5255,2017 03 06 Mon,2.68
5256,2017 03 07 Tue,2.68
5257,2017 03 08 Wed,2.59
5258,2017 03 09 Thu,2.83
5259,2017 03 10 Fri,2.98
5260,2017 03 13 Mon,3.04
5261,2017 03 14 Tue,3.02
5262,2017 03 15 Wed,3.02
5263,2017 03 16 Thu,2.84
5264,2017 03 17 Fri,2.85
5265,2017 03 20 Mon,2.93
5266,2017 03 21 Tue,3.09
5267,2017 03 22 Wed,3.02
5268,2017 03 23 Thu,2.93
5269,2017 03 24 Fri,2.97
5270,2017 03 27 Mon,2.94
5271,2017 03 28 Tue,2.95
5272,2017 03 29 Wed,3.03
5273,2017 03 30 Thu,3.08
5274,2017 03 31 Fri,3.13
5275,2017 04 03 Mon,3.13
5276,2017 04 04 Tue,3.06
5277,2017 04 05 Wed,3.22
5278,2017 04 06 Thu,3.23
5279,2017 04 07 Fri,3.23
5280,2017 04 10 Mon,3.15
5281,2017 04 11 Tue,3.11
5282,2017 04 12 Wed,2.97
5283,2017 04 13 Thu,3.0
5284,2017 04 14 Fri,3.0
5285,2017 04 17 Mon,3.09
5286,2017 04 18 Tue,3.11
5287,2017 04 19 Wed,3.11
5288,2017 04 20 Thu,3.13
5289,2017 04 21 Fri,3.06
5290,2017 04 24 Mon,3.06
5291,2017 04 25 Tue,2.99
5292,2017 04 26 Wed,3.06
5293,2017 04 27 Thu,3.13
5294,2017 04 28 Fri,3.2
5295,2017 05 01 Mon,3.2
5296,2017 05 02 Tue,3.13
5297,2017 05 03 Wed,3.14
5298,2017 05 04 Thu,3.11
5299,2017 05 05 Fri,3.1
5300,2017 05 08 Mon,3.06
5301,2017 05 09 Tue,3.03
5302,2017 05 10 Wed,3.03
5303,2017 05 11 Thu,3.23
5304,2017 05 12 Fri,3.24
5305,2017 05 15 Mon,3.26
5306,2017 05 16 Tue,3.27
5307,2017 05 17 Wed,3.27
5308,2017 05 18 Thu,3.13
5309,2017 05 19 Fri,3.11
5310,2017 05 22 Mon,3.24
5311,2017 05 23 Tue,3.22
5312,2017 05 24 Wed,3.22
5313,2017 05 25 Thu,3.1
5314,2017 05 26 Fri,3.1
5315,2017 05 29 Mon,3.1
5316,2017 05 30 Tue,3.1
5317,2017 05 31 Wed,3.05
5318,2017 06 01 Thu,3.05
5319,2017 06 02 Fri,2.85
5320,2017 06 05 Mon,2.92
5321,2017 06 06 Tue,2.92
5322,2017 06 07 Wed,3.06
5323,2017 06 08 Thu,2.98
5324,2017 06 09 Fri,3.03
5325,2017 06 12 Mon,3.12
5326,2017 06 13 Tue,3.12
5327,2017 06 14 Wed,2.95
5328,2017 06 15 Thu,2.94
5329,2017 06 16 Fri,3.01
5330,2017 06 19 Mon,2.87
5331,2017 06 20 Tue,2.91
5332,2017 06 21 Wed,2.91
5333,2017 06 22 Thu,2.88
5334,2017 06 23 Fri,2.89
5335,2017 06 26 Mon,2.98
5336,2017 06 27 Tue,2.99
5337,2017 06 28 Wed,3.03
5338,2017 06 29 Thu,3.07
5339,2017 06 30 Fri,2.98
5340,2017 07 03 Mon,2.98
5341,2017 07 04 Tue,2.98
5342,2017 07 05 Wed,2.98
5343,2017 07 06 Thu,2.89
5344,2017 07 07 Fri,2.91
5345,2017 07 10 Mon,2.92
5346,2017 07 11 Tue,2.98
5347,2017 07 12 Wed,3.01
5348,2017 07 13 Thu,2.96
5349,2017 07 14 Fri,2.94
5350,2017 07 17 Mon,3.04
5351,2017 07 18 Tue,3.11
5352,2017 07 19 Wed,3.11
5353,2017 07 20 Thu,3.12
5354,2017 07 21 Fri,3.06
5355,2017 07 24 Mon,2.99
5356,2017 07 25 Tue,2.99
5357,2017 07 26 Wed,2.92
5358,2017 07 27 Thu,2.95
5359,2017 07 28 Fri,2.96
5360,2017 07 31 Mon,2.87
5361,2017 08 01 Tue,2.8
5362,2017 08 02 Wed,2.8
5363,2017 08 03 Thu,2.76
5364,2017 08 04 Fri,2.76
5365,2017 08 07 Mon,2.8
5366,2017 08 08 Tue,2.81
5367,2017 08 09 Wed,2.81
5368,2017 08 10 Thu,2.89
5369,2017 08 11 Fri,2.96
5370,2017 08 14 Mon,3.02
5371,2017 08 15 Tue,2.96
5372,2017 08 16 Wed,2.94
5373,2017 08 17 Thu,2.91
5374,2017 08 18 Fri,2.9
5375,2017 08 21 Mon,3.0
5376,2017 08 22 Tue,3.0
5377,2017 08 23 Wed,2.94
5378,2017 08 24 Thu,2.97
5379,2017 08 25 Fri,2.93
5380,2017 08 28 Mon,2.95
5381,2017 08 29 Tue,2.95
5382,2017 08 30 Wed,2.95
5383,2017 08 31 Thu,2.92
5384,2017 09 01 Fri,2.88
5385,2017 09 04 Mon,2.88
5386,2017 09 05 Tue,2.88
5387,2017 09 06 Wed,2.98
5388,2017 09 07 Thu,2.92
5389,2017 09 08 Fri,2.88
5390,2017 09 11 Mon,2.88
5391,2017 09 12 Tue,2.88
5392,2017 09 13 Wed,3.02
5393,2017 09 14 Thu,3.03
5394,2017 09 15 Fri,3.0
5395,2017 09 18 Mon,3.11
5396,2017 09 19 Tue,3.18
5397,2017 09 20 Wed,3.13
5398,2017 09 21 Thu,3.11
5399,2017 09 22 Fri,2.93
5400,2017 09 25 Mon,2.96
5401,2017 09 26 Tue,2.96
5402,2017 09 27 Wed,2.98
5403,2017 09 28 Thu,2.96
5404,2017 09 29 Fri,2.94
5405,2017 10 02 Mon,2.94
5406,2017 10 03 Tue,2.73
5407,2017 10 04 Wed,2.8
5408,2017 10 05 Thu,2.8
5409,2017 10 06 Fri,2.93
5410,2017 10 09 Mon,2.87
5411,2017 10 10 Tue,2.89
5412,2017 10 11 Wed,2.89
5413,2017 10 12 Thu,2.95
5414,2017 10 13 Fri,2.99
5415,2017 10 16 Mon,2.87
5416,2017 10 17 Tue,2.88
5417,2017 10 18 Wed,2.81
5418,2017 10 19 Thu,2.83
5419,2017 10 20 Fri,2.8
5420,2017 10 23 Mon,2.95
5421,2017 10 24 Tue,2.95
5422,2017 10 25 Wed,2.98
5423,2017 10 26 Thu,2.91
5424,2017 10 27 Fri,2.78
5425,2017 10 30 Mon,2.94
5426,2017 10 31 Tue,2.84
5427,2017 11 01 Wed,2.68
5428,2017 11 02 Thu,2.68
5429,2017 11 03 Fri,2.75
5430,2017 11 06 Mon,3.01
5431,2017 11 07 Tue,3.07
5432,2017 11 08 Wed,3.16
5433,2017 11 09 Thu,3.18
5434,2017 11 10 Fri,3.17
5435,2017 11 13 Mon,3.13
5436,2017 11 14 Tue,3.06
5437,2017 11 15 Wed,3.16
5438,2017 11 16 Thu,3.09
5439,2017 11 17 Fri,3.04
5440,2017 11 20 Mon,3.04
5441,2017 11 21 Tue,3.05
5442,2017 11 22 Wed,3.05
5443,2017 11 23 Thu,3.05
5444,2017 11 24 Fri,3.05
5445,2017 11 27 Mon,2.88
5446,2017 11 28 Tue,2.88
5447,2017 11 29 Wed,3.06
5448,2017 11 30 Thu,3.06
5449,2017 12 01 Fri,2.84
5450,2017 12 04 Mon,2.91
5451,2017 12 05 Tue,2.86
5452,2017 12 06 Wed,2.86
5453,2017 12 07 Thu,2.81
5454,2017 12 08 Fri,2.78
5455,2017 12 11 Mon,2.81
5456,2017 12 12 Tue,2.87
5457,2017 12 13 Wed,2.87
5458,2017 12 14 Thu,2.69
5459,2017 12 15 Fri,2.6
5460,2017 12 18 Mon,2.71
5461,2017 12 19 Tue,2.75
5462,2017 12 20 Wed,2.72
5463,2017 12 21 Thu,2.64
5464,2017 12 22 Fri,2.63
5465,2017 12 25 Mon,
5466,2017 12 26 Tue,2.68
5467,2017 12 27 Wed,2.76
5468,2017 12 28 Thu,2.97
5469,2017 12 29 Fri,3.69
5470,2018 01 01 Mon,
5471,2018 01 02 Tue,6.24
5472,2018 01 03 Wed,6.24
5473,2018 01 04 Thu,4.65
5474,2018 01 05 Fri,
5475,2018 01 08 Mon,2.89
5476,2018 01 09 Tue,2.93
5477,2018 01 10 Wed,3.16
5478,2018 01 11 Thu,3.16
5479,2018 01 12 Fri,4.06
5480,2018 01 15 Mon,
5481,2018 01 16 Tue,5.46
5482,2018 01 17 Wed,3.92
5483,2018 01 18 Thu,3.92
5484,2018 01 19 Fri,3.2
5485,2018 01 22 Mon,3.13
5486,2018 01 23 Tue,3.35
5487,2018 01 24 Wed,3.54
5488,2018 01 25 Thu,3.54
5489,2018 01 26 Fri,3.58
5490,2018 01 29 Mon,3.6
5491,2018 01 30 Tue,3.6
5492,2018 01 31 Wed,3.34
5493,2018 02 01 Thu,3.06
5494,2018 02 02 Fri,2.91
5495,2018 02 05 Mon,2.85
5496,2018 02 06 Tue,2.75
5497,2018 02 07 Wed,2.74
5498,2018 02 08 Thu,2.74
5499,2018 02 09 Fri,2.66
5500,2018 02 12 Mon,2.6
5501,2018 02 13 Tue,2.58
5502,2018 02 14 Wed,2.53
5503,2018 02 15 Thu,2.49
5504,2018 02 16 Fri,2.49
5505,2018 02 19 Mon,
5506,2018 02 20 Tue,2.61
5507,2018 02 21 Wed,2.65
5508,2018 02 22 Thu,2.65
5509,2018 02 23 Fri,2.58
5510,2018 02 26 Mon,2.6
5511,2018 02 27 Tue,2.59
5512,2018 02 28 Wed,2.66
5513,2018 03 01 Thu,2.67
5514,2018 03 02 Fri,2.67
5515,2018 03 05 Mon,2.7
5516,2018 03 06 Tue,2.7
5517,2018 03 07 Wed,2.8
5518,2018 03 08 Thu,2.8
5519,2018 03 09 Fri,2.71
